agent,episode_index,seed,score
ppo_full_board_masked,0,4,78.0
ppo_full_board_masked,1,5,87.0
ppo_full_board_masked,2,6,59.0
ppo_full_board_masked,3,7,99.0
ppo_full_board_masked,4,8,87.0
ppo_full_board_masked,5,9,89.0
ppo_full_board_masked,6,10,63.0
ppo_full_board_masked,7,11,51.0
ppo_full_board_masked,8,12,99.0
ppo_full_board_masked,9,13,76.0
ppo_full_board_masked,10,14,51.0
ppo_full_board_masked,11,15,96.0
ppo_full_board_masked,12,16,24.0
ppo_full_board_masked,13,17,119.0
ppo_full_board_masked,14,18,51.0
ppo_full_board_masked,15,19,51.0
ppo_full_board_masked,16,20,99.0
ppo_full_board_masked,17,21,72.0
ppo_full_board_masked,18,22,78.0
ppo_full_board_masked,19,23,96.0
ppo_full_board_masked,20,24,51.0
ppo_full_board_masked,21,25,78.0
ppo_full_board_masked,22,26,78.0
ppo_full_board_masked,23,27,96.0
ppo_full_board_masked,24,28,105.0
ppo_full_board_masked,25,29,78.0
ppo_full_board_masked,26,30,78.0
ppo_full_board_masked,27,31,51.0
ppo_full_board_masked,28,32,27.0
ppo_full_board_masked,29,33,78.0
ppo_full_board_masked,30,34,78.0
ppo_full_board_masked,31,35,51.0
ppo_full_board_masked,32,36,78.0
ppo_full_board_masked,33,37,71.0
ppo_full_board_masked,34,38,78.0
ppo_full_board_masked,35,39,99.0
ppo_full_board_masked,36,40,78.0
ppo_full_board_masked,37,41,51.0
ppo_full_board_masked,38,42,24.0
ppo_full_board_masked,39,43,78.0
ppo_full_board_masked,40,44,78.0
ppo_full_board_masked,41,45,98.0
ppo_full_board_masked,42,46,63.0
ppo_full_board_masked,43,47,65.0
ppo_full_board_masked,44,48,51.0
ppo_full_board_masked,45,49,51.0
ppo_full_board_masked,46,50,90.0
ppo_full_board_masked,47,51,90.0
ppo_full_board_masked,48,52,78.0
ppo_full_board_masked,49,53,87.0
ppo_full_board_masked,50,54,78.0
ppo_full_board_masked,51,55,84.0
