agent,episode_index,seed,score
ppo_full_board_masked,0,2,104.0
ppo_full_board_masked,1,3,103.0
ppo_full_board_masked,2,4,110.0
ppo_full_board_masked,3,5,119.0
ppo_full_board_masked,4,6,89.0
ppo_full_board_masked,5,7,78.0
ppo_full_board_masked,6,8,112.0
ppo_full_board_masked,7,9,74.0
ppo_full_board_masked,8,10,92.0
ppo_full_board_masked,9,11,98.0
ppo_full_board_masked,10,12,32.0
ppo_full_board_masked,11,13,51.0
ppo_full_board_masked,12,14,78.0
ppo_full_board_masked,13,15,121.0
ppo_full_board_masked,14,16,97.0
ppo_full_board_masked,15,17,115.0
ppo_full_board_masked,16,18,88.0
ppo_full_board_masked,17,19,56.0
ppo_full_board_masked,18,20,83.0
ppo_full_board_masked,19,21,112.0
ppo_full_board_masked,20,22,76.0
ppo_full_board_masked,21,23,98.0
ppo_full_board_masked,22,24,76.0
ppo_full_board_masked,23,25,103.0
ppo_full_board_masked,24,26,115.0
ppo_full_board_masked,25,27,110.0
ppo_full_board_masked,26,28,83.0
ppo_full_board_masked,27,29,107.0
ppo_full_board_masked,28,30,71.0
ppo_full_board_masked,29,31,100.0
ppo_full_board_masked,30,32,56.0
ppo_full_board_masked,31,33,121.0
ppo_full_board_masked,32,34,103.0
ppo_full_board_masked,33,35,56.0
ppo_full_board_masked,34,36,110.0
ppo_full_board_masked,35,37,80.0
ppo_full_board_masked,36,38,86.0
ppo_full_board_masked,37,39,131.0
ppo_full_board_masked,38,40,124.0
ppo_full_board_masked,39,41,98.0
ppo_full_board_masked,40,42,79.0
ppo_full_board_masked,41,43,103.0
ppo_full_board_masked,42,44,98.0
ppo_full_board_masked,43,45,83.0
ppo_full_board_masked,44,46,83.0
ppo_full_board_masked,45,47,106.0
ppo_full_board_masked,46,48,123.0
ppo_full_board_masked,47,49,50.0
ppo_full_board_masked,48,50,98.0
ppo_full_board_masked,49,51,127.0
ppo_full_board_masked,50,52,100.0
ppo_full_board_masked,51,53,128.0
ppo_full_board_masked,52,54,103.0
ppo_full_board_masked,53,55,132.0
ppo_full_board_masked,54,56,103.0
ppo_full_board_masked,55,57,99.0
ppo_full_board_masked,56,58,103.0
ppo_full_board_masked,57,59,95.0
ppo_full_board_masked,58,60,121.0
ppo_full_board_masked,59,61,76.0
ppo_full_board_masked,60,62,53.0
ppo_full_board_masked,61,63,103.0
ppo_full_board_masked,62,64,127.0
ppo_full_board_masked,63,65,103.0
ppo_full_board_masked,64,66,69.0
ppo_full_board_masked,65,67,98.0
ppo_full_board_masked,66,68,72.0
ppo_full_board_masked,67,69,83.0
ppo_full_board_masked,68,70,71.0
ppo_full_board_masked,69,71,111.0
ppo_full_board_masked,70,72,119.0
ppo_full_board_masked,71,73,24.0
ppo_full_board_masked,72,74,76.0
ppo_full_board_masked,73,75,71.0
ppo_full_board_masked,74,76,78.0
ppo_full_board_masked,75,77,52.0
ppo_full_board_masked,76,78,76.0
