agent,episode_index,seed,score
ppo_full_board_masked,0,1,75.0
ppo_full_board_masked,1,2,71.0
ppo_full_board_masked,2,3,102.0
ppo_full_board_masked,3,4,138.0
ppo_full_board_masked,4,5,130.0
ppo_full_board_masked,5,6,95.0
ppo_full_board_masked,6,7,126.0
ppo_full_board_masked,7,8,55.0
ppo_full_board_masked,8,9,78.0
ppo_full_board_masked,9,10,75.0
ppo_full_board_masked,10,11,122.0
ppo_full_board_masked,11,12,102.0
ppo_full_board_masked,12,13,122.0
ppo_full_board_masked,13,14,78.0
ppo_full_board_masked,14,15,98.0
ppo_full_board_masked,15,16,92.0
ppo_full_board_masked,16,17,98.0
ppo_full_board_masked,17,18,47.0
ppo_full_board_masked,18,19,75.0
ppo_full_board_masked,19,20,102.0
ppo_full_board_masked,20,21,155.0
ppo_full_board_masked,21,22,122.0
ppo_full_board_masked,22,23,116.0
ppo_full_board_masked,23,24,115.0
ppo_full_board_masked,24,25,122.0
ppo_full_board_masked,25,26,122.0
ppo_full_board_masked,26,27,98.0
ppo_full_board_masked,27,28,110.0
ppo_full_board_masked,28,29,78.0
ppo_full_board_masked,29,30,126.0
ppo_full_board_masked,30,31,99.0
ppo_full_board_masked,31,32,72.0
ppo_full_board_masked,32,33,99.0
ppo_full_board_masked,33,34,55.0
ppo_full_board_masked,34,35,126.0
ppo_full_board_masked,35,36,98.0
ppo_full_board_masked,36,37,71.0
ppo_full_board_masked,37,38,94.0
ppo_full_board_masked,38,39,98.0
ppo_full_board_masked,39,40,78.0
ppo_full_board_masked,40,41,136.0
ppo_full_board_masked,41,42,51.0
ppo_full_board_masked,42,43,98.0
ppo_full_board_masked,43,44,102.0
ppo_full_board_masked,44,45,122.0
ppo_full_board_masked,45,46,71.0
ppo_full_board_masked,46,47,98.0
ppo_full_board_masked,47,48,98.0
ppo_full_board_masked,48,49,77.0
ppo_full_board_masked,49,50,122.0
ppo_full_board_masked,50,51,78.0
ppo_full_board_masked,51,52,98.0
ppo_full_board_masked,52,53,143.0
ppo_full_board_masked,53,54,98.0
ppo_full_board_masked,54,55,98.0
ppo_full_board_masked,55,56,104.0
ppo_full_board_masked,56,57,130.0
ppo_full_board_masked,57,58,107.0
ppo_full_board_masked,58,59,95.0
ppo_full_board_masked,59,60,126.0
ppo_full_board_masked,60,61,71.0
ppo_full_board_masked,61,62,95.0
ppo_full_board_masked,62,63,102.0
ppo_full_board_masked,63,64,122.0
ppo_full_board_masked,64,65,94.0
ppo_full_board_masked,65,66,88.0
ppo_full_board_masked,66,67,98.0
ppo_full_board_masked,67,68,72.0
ppo_full_board_masked,68,69,106.0
ppo_full_board_masked,69,70,47.0
ppo_full_board_masked,70,71,98.0
ppo_full_board_masked,71,72,122.0
ppo_full_board_masked,72,73,100.0
ppo_full_board_masked,73,74,75.0
ppo_full_board_masked,74,75,75.0
ppo_full_board_masked,75,76,78.0
ppo_full_board_masked,76,77,102.0
ppo_full_board_masked,77,78,120.0
ppo_full_board_masked,78,79,20.0
ppo_full_board_masked,79,80,150.0
ppo_full_board_masked,80,81,98.0
ppo_full_board_masked,81,82,107.0
ppo_full_board_masked,82,83,143.0
ppo_full_board_masked,83,84,78.0
ppo_full_board_masked,84,85,51.0
ppo_full_board_masked,85,86,98.0
ppo_full_board_masked,86,87,120.0
ppo_full_board_masked,87,88,102.0
ppo_full_board_masked,88,89,75.0
ppo_full_board_masked,89,90,98.0
ppo_full_board_masked,90,91,72.0
ppo_full_board_masked,91,92,134.0
ppo_full_board_masked,92,93,122.0
ppo_full_board_masked,93,94,78.0
ppo_full_board_masked,94,95,98.0
ppo_full_board_masked,95,96,87.0
ppo_full_board_masked,96,97,122.0
ppo_full_board_masked,97,98,95.0
ppo_full_board_masked,98,99,116.0
ppo_full_board_masked,99,100,122.0
ppo_full_board_masked,100,101,121.0
ppo_full_board_masked,101,102,134.0
ppo_full_board_masked,102,103,45.0
ppo_full_board_masked,103,104,75.0
ppo_full_board_masked,104,105,143.0
ppo_full_board_masked,105,106,106.0
ppo_full_board_masked,106,107,108.0
ppo_full_board_masked,107,108,122.0
ppo_full_board_masked,108,109,143.0
ppo_full_board_masked,109,110,136.0
ppo_full_board_masked,110,111,51.0
ppo_full_board_masked,111,112,78.0
ppo_full_board_masked,112,113,122.0
ppo_full_board_masked,113,114,98.0
ppo_full_board_masked,114,115,72.0
ppo_full_board_masked,115,116,140.0
ppo_full_board_masked,116,117,74.0
ppo_full_board_masked,117,118,140.0
ppo_full_board_masked,118,119,106.0
ppo_full_board_masked,119,120,87.0
ppo_full_board_masked,120,121,75.0
ppo_full_board_masked,121,122,78.0
ppo_full_board_masked,122,123,102.0
ppo_full_board_masked,123,124,95.0
ppo_full_board_masked,124,125,116.0
ppo_full_board_masked,125,126,78.0
ppo_full_board_masked,126,127,94.0
ppo_full_board_masked,127,128,99.0
ppo_full_board_masked,128,129,124.0
ppo_full_board_masked,129,130,55.0
ppo_full_board_masked,130,131,126.0
ppo_full_board_masked,131,132,55.0
ppo_full_board_masked,132,133,122.0
ppo_full_board_masked,133,134,107.0
ppo_full_board_masked,134,135,98.0
ppo_full_board_masked,135,136,102.0
ppo_full_board_masked,136,137,121.0
ppo_full_board_masked,137,138,94.0
ppo_full_board_masked,138,139,95.0
ppo_full_board_masked,139,140,122.0
ppo_full_board_masked,140,141,78.0
ppo_full_board_masked,141,142,56.0
ppo_full_board_masked,142,143,110.0
ppo_full_board_masked,143,144,98.0
ppo_full_board_masked,144,145,143.0
ppo_full_board_masked,145,146,122.0
ppo_full_board_masked,146,147,122.0
ppo_full_board_masked,147,148,143.0
ppo_full_board_masked,148,149,99.0
ppo_full_board_masked,149,150,98.0
ppo_full_board_masked,150,151,71.0
ppo_full_board_masked,151,152,138.0
ppo_full_board_masked,152,153,126.0
ppo_full_board_masked,153,154,98.0
ppo_full_board_masked,154,155,102.0
ppo_full_board_masked,155,156,103.0
ppo_full_board_masked,156,157,75.0
ppo_full_board_masked,157,158,126.0
ppo_full_board_masked,158,159,105.0
ppo_full_board_masked,159,160,98.0
ppo_full_board_masked,160,161,98.0
ppo_full_board_masked,161,162,58.0
ppo_full_board_masked,162,163,102.0
ppo_full_board_masked,163,164,98.0
ppo_full_board_masked,164,165,95.0
ppo_full_board_masked,165,166,122.0
ppo_full_board_masked,166,167,102.0
ppo_full_board_masked,167,168,110.0
ppo_full_board_masked,168,169,96.0
ppo_full_board_masked,169,170,83.0
ppo_full_board_masked,170,171,102.0
ppo_full_board_masked,171,172,102.0
ppo_full_board_masked,172,173,102.0
ppo_full_board_masked,173,174,119.0
ppo_full_board_masked,174,175,118.0
ppo_full_board_masked,175,176,98.0
ppo_full_board_masked,176,177,74.0
ppo_full_board_masked,177,178,102.0
ppo_full_board_masked,178,179,140.0
ppo_full_board_masked,179,180,103.0
ppo_full_board_masked,180,181,87.0
ppo_full_board_masked,181,182,98.0
ppo_full_board_masked,182,183,114.0
ppo_full_board_masked,183,184,95.0
ppo_full_board_masked,184,185,138.0
ppo_full_board_masked,185,186,119.0
ppo_full_board_masked,186,187,140.0
ppo_full_board_masked,187,188,98.0
ppo_full_board_masked,188,189,126.0
ppo_full_board_masked,189,190,75.0
ppo_full_board_masked,190,191,78.0
ppo_full_board_masked,191,192,104.0
ppo_full_board_masked,192,193,74.0
ppo_full_board_masked,193,194,98.0
ppo_full_board_masked,194,195,100.0
ppo_full_board_masked,195,196,98.0
ppo_full_board_masked,196,197,27.0
ppo_full_board_masked,197,198,102.0
ppo_full_board_masked,198,199,99.0
ppo_full_board_masked,199,200,143.0
ppo_full_board_masked,200,201,51.0
ppo_full_board_masked,201,202,75.0
ppo_full_board_masked,202,203,95.0
ppo_full_board_masked,203,204,98.0
ppo_full_board_masked,204,205,122.0
ppo_full_board_masked,205,206,98.0
ppo_full_board_masked,206,207,140.0
ppo_full_board_masked,207,208,161.0
ppo_full_board_masked,208,209,102.0
ppo_full_board_masked,209,210,98.0
ppo_full_board_masked,210,211,82.0
ppo_full_board_masked,211,212,122.0
ppo_full_board_masked,212,213,150.0
ppo_full_board_masked,213,214,104.0
ppo_full_board_masked,214,215,20.0
ppo_full_board_masked,215,216,90.0
ppo_full_board_masked,216,217,111.0
ppo_full_board_masked,217,218,102.0
ppo_full_board_masked,218,219,98.0
ppo_full_board_masked,219,220,114.0
ppo_full_board_masked,220,221,98.0
ppo_full_board_masked,221,222,99.0
ppo_full_board_masked,222,223,138.0
ppo_full_board_masked,223,224,51.0
ppo_full_board_masked,224,225,122.0
ppo_full_board_masked,225,226,87.0
ppo_full_board_masked,226,227,24.0
ppo_full_board_masked,227,228,122.0
ppo_full_board_masked,228,229,120.0
ppo_full_board_masked,229,230,114.0
ppo_full_board_masked,230,231,122.0
ppo_full_board_masked,231,232,98.0
ppo_full_board_masked,232,233,81.0
ppo_full_board_masked,233,234,98.0
ppo_full_board_masked,234,235,122.0
ppo_full_board_masked,235,236,108.0
ppo_full_board_masked,236,237,102.0
ppo_full_board_masked,237,238,75.0
ppo_full_board_masked,238,239,82.0
ppo_full_board_masked,239,240,126.0
ppo_full_board_masked,240,241,126.0
ppo_full_board_masked,241,242,93.0
ppo_full_board_masked,242,243,71.0
ppo_full_board_masked,243,244,78.0
ppo_full_board_masked,244,245,82.0
ppo_full_board_masked,245,246,82.0
ppo_full_board_masked,246,247,103.0
ppo_full_board_masked,247,248,98.0
ppo_full_board_masked,248,249,110.0
ppo_full_board_masked,249,250,104.0
ppo_full_board_masked,250,251,103.0
ppo_full_board_masked,251,252,127.0
ppo_full_board_masked,252,253,63.0
ppo_full_board_masked,253,254,111.0
ppo_full_board_masked,254,255,71.0
ppo_full_board_masked,255,256,98.0
ppo_full_board_masked,256,257,71.0
ppo_full_board_masked,257,258,106.0
ppo_full_board_masked,258,259,102.0
ppo_full_board_masked,259,260,102.0
ppo_full_board_masked,260,261,71.0
ppo_full_board_masked,261,262,75.0
ppo_full_board_masked,262,263,128.0
ppo_full_board_masked,263,264,128.0
ppo_full_board_masked,264,265,21.0
ppo_full_board_masked,265,266,78.0
ppo_full_board_masked,266,267,98.0
ppo_full_board_masked,267,268,116.0
ppo_full_board_masked,268,269,114.0
ppo_full_board_masked,269,270,106.0
ppo_full_board_masked,270,271,67.0
ppo_full_board_masked,271,272,95.0
ppo_full_board_masked,272,273,44.0
ppo_full_board_masked,273,274,56.0
ppo_full_board_masked,274,275,134.0
ppo_full_board_masked,275,276,88.0
ppo_full_board_masked,276,277,111.0
ppo_full_board_masked,277,278,87.0
ppo_full_board_masked,278,279,75.0
ppo_full_board_masked,279,280,78.0
ppo_full_board_masked,280,281,102.0
ppo_full_board_masked,281,282,47.0
ppo_full_board_masked,282,283,71.0
ppo_full_board_masked,283,284,122.0
ppo_full_board_masked,284,285,74.0
ppo_full_board_masked,285,286,71.0
ppo_full_board_masked,286,287,51.0
ppo_full_board_masked,287,288,98.0
ppo_full_board_masked,288,289,129.0
ppo_full_board_masked,289,290,126.0
