agent,episode_index,seed,score
ppo_full_board_masked,0,1,39.0
ppo_full_board_masked,1,2,0.0
ppo_full_board_masked,2,3,27.0
ppo_full_board_masked,3,4,71.0
ppo_full_board_masked,4,5,42.0
ppo_full_board_masked,5,6,77.0
ppo_full_board_masked,6,7,0.0
ppo_full_board_masked,7,8,30.0
ppo_full_board_masked,8,9,27.0
ppo_full_board_masked,9,10,27.0
ppo_full_board_masked,10,11,27.0
ppo_full_board_masked,11,12,66.0
ppo_full_board_masked,12,13,27.0
ppo_full_board_masked,13,14,27.0
ppo_full_board_masked,14,15,30.0
ppo_full_board_masked,15,16,48.0
ppo_full_board_masked,16,17,45.0
ppo_full_board_masked,17,18,0.0
ppo_full_board_masked,18,19,36.0
ppo_full_board_masked,19,20,67.0
ppo_full_board_masked,20,21,27.0
ppo_full_board_masked,21,22,27.0
ppo_full_board_masked,22,23,0.0
ppo_full_board_masked,23,24,27.0
ppo_full_board_masked,24,25,102.0
ppo_full_board_masked,25,26,27.0
ppo_full_board_masked,26,27,42.0
ppo_full_board_masked,27,28,27.0
ppo_full_board_masked,28,29,48.0
ppo_full_board_masked,29,30,72.0
ppo_full_board_masked,30,31,48.0
ppo_full_board_masked,31,32,54.0
ppo_full_board_masked,32,33,42.0
ppo_full_board_masked,33,34,27.0
ppo_full_board_masked,34,35,21.0
ppo_full_board_masked,35,36,54.0
ppo_full_board_masked,36,37,48.0
ppo_full_board_masked,37,38,45.0
ppo_full_board_masked,38,39,48.0
ppo_full_board_masked,39,40,27.0
ppo_full_board_masked,40,41,36.0
ppo_full_board_masked,41,42,27.0
ppo_full_board_masked,42,43,0.0
ppo_full_board_masked,43,44,36.0
ppo_full_board_masked,44,45,27.0
ppo_full_board_masked,45,46,12.0
ppo_full_board_masked,46,47,45.0
ppo_full_board_masked,47,48,57.0
ppo_full_board_masked,48,49,58.0
ppo_full_board_masked,49,50,27.0
ppo_full_board_masked,50,51,32.0
ppo_full_board_masked,51,52,27.0
ppo_full_board_masked,52,53,36.0
ppo_full_board_masked,53,54,73.0
ppo_full_board_masked,54,55,27.0
ppo_full_board_masked,55,56,42.0
ppo_full_board_masked,56,57,27.0
ppo_full_board_masked,57,58,27.0
ppo_full_board_masked,58,59,24.0
ppo_full_board_masked,59,60,27.0
ppo_full_board_masked,60,61,18.0
ppo_full_board_masked,61,62,27.0
ppo_full_board_masked,62,63,27.0
ppo_full_board_masked,63,64,51.0
ppo_full_board_masked,64,65,27.0
ppo_full_board_masked,65,66,76.0
ppo_full_board_masked,66,67,82.0
ppo_full_board_masked,67,68,21.0
ppo_full_board_masked,68,69,39.0
ppo_full_board_masked,69,70,18.0
ppo_full_board_masked,70,71,27.0
ppo_full_board_masked,71,72,69.0
ppo_full_board_masked,72,73,27.0
ppo_full_board_masked,73,74,0.0
ppo_full_board_masked,74,75,48.0
ppo_full_board_masked,75,76,27.0
ppo_full_board_masked,76,77,27.0
ppo_full_board_masked,77,78,27.0
ppo_full_board_masked,78,79,0.0
ppo_full_board_masked,79,80,27.0
ppo_full_board_masked,80,81,30.0
ppo_full_board_masked,81,82,37.0
ppo_full_board_masked,82,83,27.0
ppo_full_board_masked,83,84,73.0
ppo_full_board_masked,84,85,27.0
ppo_full_board_masked,85,86,0.0
ppo_full_board_masked,86,87,89.0
ppo_full_board_masked,87,88,39.0
ppo_full_board_masked,88,89,27.0
ppo_full_board_masked,89,90,42.0
